# freq/cm-1  Intensity 
6.93718e+02   4.47986e-05
6.95218e+02   4.49480e-05
6.96718e+02   4.48452e-05
6.98218e+02   4.45000e-05
6.99718e+02   4.39511e-05
7.01218e+02   4.32558e-05
7.02718e+02   4.24769e-05
7.04218e+02   4.16716e-05
7.05718e+02   4.08853e-05
7.07218e+02   4.01499e-05
7.08718e+02   3.94850e-05
7.10218e+02   3.89001e-05
7.11718e+02   3.83981e-05
7.13218e+02   3.79772e-05
7.14718e+02   3.76330e-05
7.16218e+02   3.73600e-05
7.17718e+02   3.71519e-05
7.19218e+02   3.70029e-05
7.20718e+02   3.69072e-05
7.22218e+02   3.68597e-05
7.23718e+02   3.68559e-05
7.25218e+02   3.68918e-05
7.26718e+02   3.69639e-05
7.28218e+02   3.70694e-05
7.29718e+02   3.72058e-05
7.31218e+02   3.73710e-05
7.32718e+02   3.75632e-05
7.34218e+02   3.77812e-05
7.35718e+02   3.80237e-05
7.37218e+02   3.82900e-05
7.38718e+02   3.85795e-05
7.40218e+02   3.88917e-05
7.41718e+02   3.92264e-05
7.43218e+02   3.95837e-05
7.44718e+02   3.99637e-05
7.46218e+02   4.03668e-05
7.47718e+02   4.07934e-05
7.49218e+02   4.12443e-05
7.50718e+02   4.17204e-05
7.52218e+02   4.22226e-05
7.53718e+02   4.27524e-05
7.55218e+02   4.33112e-05
7.56718e+02   4.39007e-05
7.58218e+02   4.45229e-05
7.59718e+02   4.51801e-05
7.61218e+02   4.58749e-05
7.62718e+02   4.66103e-05
7.64218e+02   4.73898e-05
7.65718e+02   4.82172e-05
7.67218e+02   4.90969e-05
7.68718e+02   5.00341e-05
7.70218e+02   5.10345e-05
7.71718e+02   5.21047e-05
7.73218e+02   5.32525e-05
7.74718e+02   5.44865e-05
7.76218e+02   5.58169e-05
7.77718e+02   5.72550e-05
7.79218e+02   5.88144e-05
7.80718e+02   6.05101e-05
7.82218e+02   6.23597e-05
7.83718e+02   6.43832e-05
7.85218e+02   6.66031e-05
7.86718e+02   6.90449e-05
7.88218e+02   7.17367e-05
7.89718e+02   7.47090e-05
7.91218e+02   7.79933e-05
7.92718e+02   8.16209e-05
7.94218e+02   8.56191e-05
7.95718e+02   9.00064e-05
7.97218e+02   9.47848e-05
7.98718e+02   9.99295e-05
8.00218e+02   1.05376e-04
8.01718e+02   1.11005e-04
8.03218e+02   1.16634e-04
8.04718e+02   1.22012e-04
8.06218e+02   1.26832e-04
8.07718e+02   1.30773e-04
8.09218e+02   1.33546e-04
8.10718e+02   1.34958e-04
8.12218e+02   1.34959e-04
8.13718e+02   1.33652e-04
8.15218e+02   1.31272e-04
8.16718e+02   1.28130e-04
8.18218e+02   1.24554e-04
8.19718e+02   1.20838e-04
8.21218e+02   1.17215e-04
8.22718e+02   1.13850e-04
8.24218e+02   1.10845e-04
8.25718e+02   1.08254e-04
8.27218e+02   1.06093e-04
8.28718e+02   1.04360e-04
8.30218e+02   1.03036e-04
8.31718e+02   1.02097e-04
8.33218e+02   1.01516e-04
8.34718e+02   1.01269e-04
8.36218e+02   1.01333e-04
8.37718e+02   1.01685e-04
8.39218e+02   1.02311e-04
8.40718e+02   1.03196e-04
8.42218e+02   1.04330e-04
8.43718e+02   1.05706e-04
8.45218e+02   1.07321e-04
8.46718e+02   1.09174e-04
8.48218e+02   1.11267e-04
8.49718e+02   1.13605e-04
8.51218e+02   1.16196e-04
8.52718e+02   1.19051e-04
8.54218e+02   1.22185e-04
8.55718e+02   1.25613e-04
8.57218e+02   1.29359e-04
8.58718e+02   1.33445e-04
8.60218e+02   1.37902e-04
8.61718e+02   1.42764e-04
8.63218e+02   1.48071e-04
8.64718e+02   1.53868e-04
8.66218e+02   1.60208e-04
8.67718e+02   1.67153e-04
8.69218e+02   1.74773e-04
8.70718e+02   1.83148e-04
8.72218e+02   1.92369e-04
8.73718e+02   2.02539e-04
8.75218e+02   2.13774e-04
8.76718e+02   2.26200e-04
8.78218e+02   2.39953e-04
8.79718e+02   2.55174e-04
8.81218e+02   2.71997e-04
8.82718e+02   2.90540e-04
8.84218e+02   3.10879e-04
8.85718e+02   3.33017e-04
8.87218e+02   3.56844e-04
8.88718e+02   3.82093e-04
8.90218e+02   4.08302e-04
8.91718e+02   4.34803e-04
8.93218e+02   4.60765e-04
8.94718e+02   4.85316e-04
8.96218e+02   5.07720e-04
8.97718e+02   5.27580e-04
8.99218e+02   5.44966e-04
9.00718e+02   5.60415e-04
9.02218e+02   5.74782e-04
9.03718e+02   5.88998e-04
9.05218e+02   6.03834e-04
9.06718e+02   6.19728e-04
9.08218e+02   6.36718e-04
9.09718e+02   6.54496e-04
9.11218e+02   6.72537e-04
9.12718e+02   6.90298e-04
9.14218e+02   7.07395e-04
9.15718e+02   7.23717e-04
9.17218e+02   7.39449e-04
9.18718e+02   7.55032e-04
9.20218e+02   7.71104e-04
9.21718e+02   7.88446e-04
9.23218e+02   8.07908e-04
9.24718e+02   8.30298e-04
9.26218e+02   8.56208e-04
9.27718e+02   8.85809e-04
9.29218e+02   9.18655e-04
9.30718e+02   9.53543e-04
9.32218e+02   9.88475e-04
9.33718e+02   1.02081e-03
9.35218e+02   1.04765e-03
9.36718e+02   1.06639e-03
9.38218e+02   1.07541e-03
9.39718e+02   1.07451e-03
9.41218e+02   1.06505e-03
9.42718e+02   1.04957e-03
9.44218e+02   1.03127e-03
9.45718e+02   1.01330e-03
9.47218e+02   9.98352e-04
9.48718e+02   9.88380e-04
9.50218e+02   9.84475e-04
9.51718e+02   9.86861e-04
9.53218e+02   9.94885e-04
9.54718e+02   1.00702e-03
9.56218e+02   1.02093e-03
9.57718e+02   1.03359e-03
9.59218e+02   1.04165e-03
9.60718e+02   1.04199e-03
9.62218e+02   1.03236e-03
9.63718e+02   1.01188e-03
9.65218e+02   9.81254e-04
9.66718e+02   9.42492e-04
9.68218e+02   8.98383e-04
9.69718e+02   8.51862e-04
9.71218e+02   8.05541e-04
9.72718e+02   7.61457e-04
9.74218e+02   7.21020e-04
9.75718e+02   6.85096e-04
9.77218e+02   6.54136e-04
9.78718e+02   6.28310e-04
9.80218e+02   6.07618e-04
9.81718e+02   5.91976e-04
9.83218e+02   5.81272e-04
9.84718e+02   5.75400e-04
9.86218e+02   5.74279e-04
9.87718e+02   5.77849e-04
9.89218e+02   5.86066e-04
9.90718e+02   5.98864e-04
9.92218e+02   6.16109e-04
9.93718e+02   6.37530e-04
9.95218e+02   6.62618e-04
9.96718e+02   6.90518e-04
9.98218e+02   7.19919e-04
9.99718e+02   7.48987e-04
1.00122e+03   7.75411e-04
1.00272e+03   7.96615e-04
1.00422e+03   8.10150e-04
1.00572e+03   8.14208e-04
1.00722e+03   8.08061e-04
1.00872e+03   7.92251e-04
1.01022e+03   7.68434e-04
1.01172e+03   7.38950e-04
1.01322e+03   7.06310e-04
1.01472e+03   6.72782e-04
1.01622e+03   6.40163e-04
1.01772e+03   6.09715e-04
1.01922e+03   5.82223e-04
1.02072e+03   5.58099e-04
1.02222e+03   5.37493e-04
1.02372e+03   5.20388e-04
1.02522e+03   5.06676e-04
1.02672e+03   4.96206e-04
1.02822e+03   4.88817e-04
1.02972e+03   4.84365e-04
1.03122e+03   4.82727e-04
1.03272e+03   4.83819e-04
1.03422e+03   4.87589e-04
1.03572e+03   4.94028e-04
1.03722e+03   5.03168e-04
1.03872e+03   5.15085e-04
1.04022e+03   5.29900e-04
1.04172e+03   5.47783e-04
1.04322e+03   5.68956e-04
1.04472e+03   5.93694e-04
1.04622e+03   6.22337e-04
1.04772e+03   6.55288e-04
1.04922e+03   6.93021e-04
1.05072e+03   7.36082e-04
1.05222e+03   7.85092e-04
1.05372e+03   8.40741e-04
1.05522e+03   9.03770e-04
1.05672e+03   9.74938e-04
1.05822e+03   1.05497e-03
1.05972e+03   1.14444e-03
1.06122e+03   1.24368e-03
1.06272e+03   1.35248e-03
1.06422e+03   1.46992e-03
1.06572e+03   1.59399e-03
1.06722e+03   1.72135e-03
1.06872e+03   1.84720e-03
1.07022e+03   1.96552e-03
1.07172e+03   2.06980e-03
1.07322e+03   2.15416e-03
1.07472e+03   2.21471e-03
1.07622e+03   2.25048e-03
1.07772e+03   2.26359e-03
1.07922e+03   2.25836e-03
1.08072e+03   2.23993e-03
1.08222e+03   2.21293e-03
1.08372e+03   2.18059e-03
1.08522e+03   2.14470e-03
1.08672e+03   2.10607e-03
1.08822e+03   2.06526e-03
1.08972e+03   2.02311e-03
1.09122e+03   1.98086e-03
1.09272e+03   1.93971e-03
1.09422e+03   1.90026e-03
1.09572e+03   1.86197e-03
1.09722e+03   1.82297e-03
1.09872e+03   1.78032e-03
1.10022e+03   1.73074e-03
1.10172e+03   1.67152e-03
1.10322e+03   1.60141e-03
1.10472e+03   1.52101e-03
1.10622e+03   1.43255e-03
1.10772e+03   1.33930e-03
1.10922e+03   1.24474e-03
1.11072e+03   1.15199e-03
1.11222e+03   1.06338e-03
1.11372e+03   9.80480e-04
1.11522e+03   9.04093e-04
1.11672e+03   8.34482e-04
1.11822e+03   7.71523e-04
1.11972e+03   7.14858e-04
1.12122e+03   6.63999e-04
1.12272e+03   6.18410e-04
1.12422e+03   5.77551e-04
1.12572e+03   5.40908e-04
1.12722e+03   5.08006e-04
1.12872e+03   4.78414e-04
1.13022e+03   4.51750e-04
1.13172e+03   4.27677e-04
1.13322e+03   4.05897e-04
1.13472e+03   3.86149e-04
1.13622e+03   3.68208e-04
1.13772e+03   3.51873e-04
1.13922e+03   3.36973e-04
1.14072e+03   3.23355e-04
1.14222e+03   3.10886e-04
1.14372e+03   2.99451e-04
1.14522e+03   2.88947e-04
1.14672e+03   2.79283e-04
1.14822e+03   2.70382e-04
1.14972e+03   2.62171e-04
1.15122e+03   2.54589e-04
1.15272e+03   2.47581e-04
1.15422e+03   2.41098e-04
1.15572e+03   2.35095e-04
1.15722e+03   2.29534e-04
1.15872e+03   2.24379e-04
1.16022e+03   2.19600e-04
1.16172e+03   2.15166e-04
1.16322e+03   2.11054e-04
1.16472e+03   2.07240e-04
1.16622e+03   2.03703e-04
1.16772e+03   2.00425e-04
1.16922e+03   1.97389e-04
1.17072e+03   1.94578e-04
1.17222e+03   1.91979e-04
1.17372e+03   1.89580e-04
1.17522e+03   1.87368e-04
1.17672e+03   1.85333e-04
1.17822e+03   1.83465e-04
1.17972e+03   1.81756e-04
1.18122e+03   1.80197e-04
1.18272e+03   1.78782e-04
1.18422e+03   1.77502e-04
1.18572e+03   1.76353e-04
1.18722e+03   1.75329e-04
1.18872e+03   1.74424e-04
1.19022e+03   1.73634e-04
1.19172e+03   1.72954e-04
1.19322e+03   1.72381e-04
1.19472e+03   1.71912e-04
1.19622e+03   1.71542e-04
1.19772e+03   1.71270e-04
1.19922e+03   1.71092e-04
1.20072e+03   1.71006e-04
1.20222e+03   1.71010e-04
1.20372e+03   1.71103e-04
1.20522e+03   1.71283e-04
1.20672e+03   1.71548e-04
1.20822e+03   1.71897e-04
1.20972e+03   1.72330e-04
1.21122e+03   1.72845e-04
1.21272e+03   1.73441e-04
1.21422e+03   1.74120e-04
1.21572e+03   1.74879e-04
1.21722e+03   1.75720e-04
1.21872e+03   1.76641e-04
1.22022e+03   1.77645e-04
1.22172e+03   1.78730e-04
1.22322e+03   1.79897e-04
1.22472e+03   1.81148e-04
1.22622e+03   1.82483e-04
1.22772e+03   1.83903e-04
1.22922e+03   1.85410e-04
1.23072e+03   1.87004e-04
1.23222e+03   1.88688e-04
1.23372e+03   1.90463e-04
1.23522e+03   1.92332e-04
1.23672e+03   1.94295e-04
1.23822e+03   1.96357e-04
1.23972e+03   1.98519e-04
1.24122e+03   2.00784e-04
1.24272e+03   2.03156e-04
1.24422e+03   2.05637e-04
1.24572e+03   2.08231e-04
1.24722e+03   2.10941e-04
1.24872e+03   2.13773e-04
1.25022e+03   2.16730e-04
1.25172e+03   2.19817e-04
1.25322e+03   2.23039e-04
1.25472e+03   2.26402e-04
1.25622e+03   2.29912e-04
1.25772e+03   2.33574e-04
1.25922e+03   2.37395e-04
1.26072e+03   2.41384e-04
1.26222e+03   2.45547e-04
1.26372e+03   2.49892e-04
1.26522e+03   2.54430e-04
1.26672e+03   2.59168e-04
1.26822e+03   2.64119e-04
1.26972e+03   2.69293e-04
1.27122e+03   2.74701e-04
1.27272e+03   2.80357e-04
1.27422e+03   2.86275e-04
1.27572e+03   2.92470e-04
1.27722e+03   2.98958e-04
1.27872e+03   3.05757e-04
1.28022e+03   3.12886e-04
1.28172e+03   3.20366e-04
1.28322e+03   3.28219e-04
1.28472e+03   3.36469e-04
1.28622e+03   3.45144e-04
1.28772e+03   3.54272e-04
1.28922e+03   3.63885e-04
1.29072e+03   3.74018e-04
1.29222e+03   3.84708e-04
1.29372e+03   3.95998e-04
1.29522e+03   4.07932e-04
1.29672e+03   4.20562e-04
1.29822e+03   4.33941e-04
1.29972e+03   4.48133e-04
1.30122e+03   4.63203e-04
1.30272e+03   4.79228e-04
1.30422e+03   4.96291e-04
1.30572e+03   5.14483e-04
1.30722e+03   5.33908e-04
1.30872e+03   5.54682e-04
1.31022e+03   5.76933e-04
1.31172e+03   6.00807e-04
1.31322e+03   6.26466e-04
1.31472e+03   6.54095e-04
1.31622e+03   6.83900e-04
1.31772e+03   7.16116e-04
1.31922e+03   7.51011e-04
1.32072e+03   7.88888e-04
1.32222e+03   8.30091e-04
1.32372e+03   8.75017e-04
1.32522e+03   9.24117e-04
1.32672e+03   9.77909e-04
1.32822e+03   1.03699e-03
1.32972e+03   1.10203e-03
1.33122e+03   1.17383e-03
1.33272e+03   1.25327e-03
1.33422e+03   1.34139e-03
1.33572e+03   1.43935e-03
1.33722e+03   1.54848e-03
1.33872e+03   1.67025e-03
1.34022e+03   1.80629e-03
1.34172e+03   1.95834e-03
1.34322e+03   2.12821e-03
1.34472e+03   2.31762e-03
1.34622e+03   2.52803e-03
1.34772e+03   2.76032e-03
1.34922e+03   3.01434e-03
1.35072e+03   3.28829e-03
1.35222e+03   3.57806e-03
1.35372e+03   3.87652e-03
1.35522e+03   4.17322e-03
1.35672e+03   4.45471e-03
1.35822e+03   4.70599e-03
1.35972e+03   4.91322e-03
1.36122e+03   5.06687e-03
1.36272e+03   5.16452e-03
1.36422e+03   5.21172e-03
1.36572e+03   5.22072e-03
1.36722e+03   5.20724e-03
1.36872e+03   5.18678e-03
1.37022e+03   5.17144e-03
1.37172e+03   5.16788e-03
1.37322e+03   5.17630e-03
1.37472e+03   5.19052e-03
1.37622e+03   5.19894e-03
1.37772e+03   5.18670e-03
1.37922e+03   5.13876e-03
1.38072e+03   5.04349e-03
1.38222e+03   4.89572e-03
1.38372e+03   4.69795e-03
1.38522e+03   4.45942e-03
1.38672e+03   4.19342e-03
1.38822e+03   3.91424e-03
1.38972e+03   3.63461e-03
1.39122e+03   3.36440e-03
1.39272e+03   3.11030e-03
1.39422e+03   2.87611e-03
1.39572e+03   2.66345e-03
1.39722e+03   2.47242e-03
1.39872e+03   2.30211e-03
1.40022e+03   2.15111e-03
1.40172e+03   2.01776e-03
1.40322e+03   1.90032e-03
1.40472e+03   1.79715e-03
1.40622e+03   1.70668e-03
1.40772e+03   1.62754e-03
1.40922e+03   1.55847e-03
1.41072e+03   1.49838e-03
1.41222e+03   1.44633e-03
1.41372e+03   1.40149e-03
1.41522e+03   1.36315e-03
1.41672e+03   1.33071e-03
1.41822e+03   1.30364e-03
1.41972e+03   1.28151e-03
1.42122e+03   1.26394e-03
1.42272e+03   1.25062e-03
1.42422e+03   1.24129e-03
1.42572e+03   1.23574e-03
1.42722e+03   1.23379e-03
1.42872e+03   1.23532e-03
1.43022e+03   1.24023e-03
1.43172e+03   1.24845e-03
1.43322e+03   1.25996e-03
1.43472e+03   1.27474e-03
1.43622e+03   1.29284e-03
1.43772e+03   1.31428e-03
1.43922e+03   1.33917e-03
1.44072e+03   1.36760e-03
1.44222e+03   1.39973e-03
1.44372e+03   1.43571e-03
1.44522e+03   1.47576e-03
1.44672e+03   1.52012e-03
1.44822e+03   1.56906e-03
1.44972e+03   1.62292e-03
1.45122e+03   1.68206e-03
1.45272e+03   1.74691e-03
1.45422e+03   1.81797e-03
1.45572e+03   1.89578e-03
1.45722e+03   1.98098e-03
1.45872e+03   2.07430e-03
1.46022e+03   2.17655e-03
1.46172e+03   2.28868e-03
1.46322e+03   2.41177e-03
1.46472e+03   2.54704e-03
1.46622e+03   2.69591e-03
1.46772e+03   2.85999e-03
1.46922e+03   3.04114e-03
1.47072e+03   3.24151e-03
1.47222e+03   3.46356e-03
1.47372e+03   3.71014e-03
1.47522e+03   3.98451e-03
1.47672e+03   4.29047e-03
1.47822e+03   4.63235e-03
1.47972e+03   5.01516e-03
1.48122e+03   5.44459e-03
1.48272e+03   5.92712e-03
1.48422e+03   6.47000e-03
1.48572e+03   7.08124e-03
1.48722e+03   7.76942e-03
1.48872e+03   8.54340e-03
1.49022e+03   9.41167e-03
1.49172e+03   1.03813e-02
1.49322e+03   1.14564e-02
1.49472e+03   1.26354e-02
1.49622e+03   1.39082e-02
1.49772e+03   1.52517e-02
1.49922e+03   1.66255e-02
1.50072e+03   1.79693e-02
1.50222e+03   1.92025e-02
1.50372e+03   2.02308e-02
1.50522e+03   2.09589e-02
1.50672e+03   2.13100e-02
1.50822e+03   2.12440e-02
1.50972e+03   2.07684e-02
1.51122e+03   1.99362e-02
1.51272e+03   1.88322e-02
1.51422e+03   1.75530e-02
1.51572e+03   1.61899e-02
1.51722e+03   1.48175e-02
1.51872e+03   1.34900e-02
1.52022e+03   1.22418e-02
1.52172e+03   1.10917e-02
1.52322e+03   1.00468e-02
1.52472e+03   9.10645e-03
1.52622e+03   8.26558e-03
1.52772e+03   7.51648e-03
1.52922e+03   6.85047e-03
1.53072e+03   6.25871e-03
1.53222e+03   5.73278e-03
1.53372e+03   5.26491e-03
1.53522e+03   4.84807e-03
1.53672e+03   4.47604e-03
1.53822e+03   4.14336e-03
1.53972e+03   3.84523e-03
1.54122e+03   3.57751e-03
1.54272e+03   3.33658e-03
1.54422e+03   3.11932e-03
1.54572e+03   2.92303e-03
1.54722e+03   2.74536e-03
1.54872e+03   2.58429e-03
1.55022e+03   2.43805e-03
1.55172e+03   2.30513e-03
1.55322e+03   2.18420e-03
1.55472e+03   2.07414e-03
1.55622e+03   1.97396e-03
1.55772e+03   1.88281e-03
1.55922e+03   1.79997e-03
1.56072e+03   1.72483e-03
1.56222e+03   1.65688e-03
1.56372e+03   1.59569e-03
1.56522e+03   1.54093e-03
1.56672e+03   1.49233e-03
1.56822e+03   1.44971e-03
1.56972e+03   1.41295e-03
1.57122e+03   1.38198e-03
1.57272e+03   1.35680e-03
1.57422e+03   1.33742e-03
1.57572e+03   1.32385e-03
1.57722e+03   1.31609e-03
1.57872e+03   1.31399e-03
1.58022e+03   1.31725e-03
1.58172e+03   1.32523e-03
1.58322e+03   1.33683e-03
1.58472e+03   1.35041e-03
1.58622e+03   1.36365e-03
1.58772e+03   1.37366e-03
1.58922e+03   1.37728e-03
1.59072e+03   1.37157e-03
1.59222e+03   1.35441e-03
1.59372e+03   1.32505e-03
1.59522e+03   1.28429e-03
1.59672e+03   1.23423e-03
1.59822e+03   1.17771e-03
1.59972e+03   1.11774e-03
1.60122e+03   1.05696e-03
1.60272e+03   9.97442e-04
1.60422e+03   9.40583e-04
1.60572e+03   8.87214e-04
1.60722e+03   8.37724e-04
1.60872e+03   7.92187e-04
1.61022e+03   7.50482e-04
1.61172e+03   7.12374e-04
1.61322e+03   6.77573e-04
1.61472e+03   6.45771e-04
1.61622e+03   6.16667e-04
1.61772e+03   5.89976e-04
1.61922e+03   5.65440e-04
1.62072e+03   5.42825e-04
1.62222e+03   5.21923e-04
1.62372e+03   5.02552e-04
1.62522e+03   4.84550e-04
1.62672e+03   4.67776e-04
1.62822e+03   4.52106e-04
1.62972e+03   4.37432e-04
1.63122e+03   4.23659e-04
1.63272e+03   4.10702e-04
1.63422e+03   3.98487e-04
1.63572e+03   3.86950e-04
1.63722e+03   3.76033e-04
1.63872e+03   3.65684e-04
1.64022e+03   3.55857e-04
1.64172e+03   3.46513e-04
1.64322e+03   3.37614e-04
1.64472e+03   3.29128e-04
1.64622e+03   3.21024e-04
1.64772e+03   3.13278e-04
1.64922e+03   3.05863e-04
1.65072e+03   2.98759e-04
1.65222e+03   2.91946e-04
1.65372e+03   2.85405e-04
1.65522e+03   2.79120e-04
1.65672e+03   2.73076e-04
1.65822e+03   2.67259e-04
1.65972e+03   2.61655e-04
1.66122e+03   2.56254e-04
1.66272e+03   2.51043e-04
1.66422e+03   2.46014e-04
1.66572e+03   2.41157e-04
1.66722e+03   2.36462e-04
1.66872e+03   2.31923e-04
1.67022e+03   2.27530e-04
1.67172e+03   2.23279e-04
1.67322e+03   2.19160e-04
1.67472e+03   2.15170e-04
1.67622e+03   2.11301e-04
1.67772e+03   2.07549e-04
1.67922e+03   2.03908e-04
1.68072e+03   2.00373e-04
1.68222e+03   1.96941e-04
1.68372e+03   1.93606e-04
1.68522e+03   1.90366e-04
1.68672e+03   1.87215e-04
1.68822e+03   1.84151e-04
1.68972e+03   1.81170e-04
1.69122e+03   1.78268e-04
1.69272e+03   1.75444e-04
1.69422e+03   1.72693e-04
1.69572e+03   1.70014e-04
1.69722e+03   1.67403e-04
1.69872e+03   1.64859e-04
1.70022e+03   1.62378e-04
1.70172e+03   1.59959e-04
1.70322e+03   1.57599e-04
1.70472e+03   1.55296e-04
1.70622e+03   1.53049e-04
1.70772e+03   1.50856e-04
1.70922e+03   1.48714e-04
1.71072e+03   1.46622e-04
1.71222e+03   1.44579e-04
1.71372e+03   1.42583e-04
1.71522e+03   1.40632e-04
1.71672e+03   1.38725e-04
1.71822e+03   1.36860e-04
1.71972e+03   1.35037e-04
1.72122e+03   1.33254e-04
1.72272e+03   1.31509e-04
1.72422e+03   1.29803e-04
1.72572e+03   1.28133e-04
1.72722e+03   1.26498e-04
1.72872e+03   1.24898e-04
1.73022e+03   1.23331e-04
1.73172e+03   1.21796e-04
1.73322e+03   1.20294e-04
1.73472e+03   1.18821e-04
1.73622e+03   1.17379e-04
1.73772e+03   1.15966e-04
1.73922e+03   1.14581e-04
1.74072e+03   1.13223e-04
1.74222e+03   1.11892e-04
1.74372e+03   1.10587e-04
1.74522e+03   1.09307e-04
1.74672e+03   1.08052e-04
1.74822e+03   1.06821e-04
1.74972e+03   1.05613e-04
1.75122e+03   1.04428e-04
1.75272e+03   1.03265e-04
1.75422e+03   1.02124e-04
1.75572e+03   1.01004e-04
1.75722e+03   9.99040e-05
1.75872e+03   9.88244e-05
1.76022e+03   9.77644e-05
1.76172e+03   9.67235e-05
1.76322e+03   9.57011e-05
1.76472e+03   9.46970e-05
1.76622e+03   9.37106e-05
1.76772e+03   9.27414e-05
1.76922e+03   9.17892e-05
1.77072e+03   9.08535e-05
1.77222e+03   8.99340e-05
1.77372e+03   8.90301e-05
1.77522e+03   8.81417e-05
1.77672e+03   8.72683e-05
1.77822e+03   8.64096e-05
1.77972e+03   8.55653e-05
1.78122e+03   8.47350e-05
1.78272e+03   8.39185e-05
1.78422e+03   8.31154e-05
1.78572e+03   8.23255e-05
1.78722e+03   8.15484e-05
1.78872e+03   8.07839e-05
1.79022e+03   8.00317e-05
1.79172e+03   7.92915e-05
1.79322e+03   7.85631e-05
1.79472e+03   7.78463e-05
1.79622e+03   7.71407e-05
1.79772e+03   7.64463e-05
1.79922e+03   7.57626e-05
1.80072e+03   7.50896e-05
1.80222e+03   7.44270e-05
1.80372e+03   7.37745e-05
1.80522e+03   7.31320e-05
1.80672e+03   7.24993e-05
1.80822e+03   7.18762e-05
1.80972e+03   7.12625e-05
1.81122e+03   7.06579e-05
1.81272e+03   7.00624e-05
1.81422e+03   6.94758e-05
1.81572e+03   6.88978e-05
1.81722e+03   6.83283e-05
1.81872e+03   6.77671e-05
1.82022e+03   6.72141e-05
1.82172e+03   6.66692e-05
1.82322e+03   6.61321e-05
1.82472e+03   6.56028e-05
1.82622e+03   6.50810e-05
1.82772e+03   6.45667e-05
1.82922e+03   6.40597e-05
1.83072e+03   6.35598e-05
1.83222e+03   6.30670e-05
1.83372e+03   6.25811e-05
1.83522e+03   6.21020e-05
1.83672e+03   6.16295e-05
1.83822e+03   6.11636e-05
1.83972e+03   6.07041e-05
1.84122e+03   6.02509e-05
1.84272e+03   5.98039e-05
1.84422e+03   5.93630e-05
1.84572e+03   5.89280e-05
1.84722e+03   5.84990e-05
1.84872e+03   5.80757e-05
1.85022e+03   5.76581e-05
1.85172e+03   5.72461e-05
1.85322e+03   5.68396e-05
1.85472e+03   5.64384e-05
1.85622e+03   5.60426e-05
1.85772e+03   5.56520e-05
1.85922e+03   5.52665e-05
1.86072e+03   5.48860e-05
1.86222e+03   5.45105e-05
1.86372e+03   5.41399e-05
1.86522e+03   5.37740e-05
1.86672e+03   5.34129e-05
1.86822e+03   5.30564e-05
1.86972e+03   5.27044e-05
1.87122e+03   5.23570e-05
1.87272e+03   5.20140e-05
1.87422e+03   5.16753e-05
1.87572e+03   5.13409e-05
1.87722e+03   5.10107e-05
1.87872e+03   5.06847e-05
1.88022e+03   5.03627e-05
1.88172e+03   5.00448e-05
1.88322e+03   4.97308e-05
1.88472e+03   4.94207e-05
1.88622e+03   4.91144e-05
1.88772e+03   4.88119e-05
1.88922e+03   4.85131e-05
1.89072e+03   4.82180e-05
1.89222e+03   4.79265e-05
1.89372e+03   4.76386e-05
1.89522e+03   4.73541e-05
1.89672e+03   4.70731e-05
1.89822e+03   4.67955e-05
1.89972e+03   4.65212e-05
1.90122e+03   4.62502e-05
1.90272e+03   4.59825e-05
1.90422e+03   4.57180e-05
1.90572e+03   4.54566e-05
1.90722e+03   4.51984e-05
1.90872e+03   4.49432e-05
1.91022e+03   4.46910e-05
1.91172e+03   4.44418e-05
1.91322e+03   4.41955e-05
1.91472e+03   4.39522e-05
1.91622e+03   4.37116e-05
1.91772e+03   4.34740e-05
1.91922e+03   4.32390e-05
1.92072e+03   4.30068e-05
1.92222e+03   4.27774e-05
1.92372e+03   4.25505e-05
1.92522e+03   4.23263e-05
1.92672e+03   4.21047e-05
1.92822e+03   4.18857e-05
1.92972e+03   4.16691e-05
1.93122e+03   4.14551e-05
1.93272e+03   4.12435e-05
1.93422e+03   4.10343e-05
1.93572e+03   4.08276e-05
1.93722e+03   4.06231e-05
1.93872e+03   4.04211e-05
1.94022e+03   4.02213e-05
1.94172e+03   4.00237e-05
1.94322e+03   3.98284e-05
1.94472e+03   3.96354e-05
1.94622e+03   3.94445e-05
1.94772e+03   3.92557e-05
1.94922e+03   3.90691e-05
1.95072e+03   3.88846e-05
1.95222e+03   3.87021e-05
1.95372e+03   3.85217e-05
1.95522e+03   3.83433e-05
1.95672e+03   3.81669e-05
1.95822e+03   3.79925e-05
1.95972e+03   3.78201e-05
1.96122e+03   3.76495e-05
1.96272e+03   3.74809e-05
1.96422e+03   3.73141e-05
1.96572e+03   3.71492e-05
1.96722e+03   3.69861e-05
1.96872e+03   3.68248e-05
1.97022e+03   3.66653e-05
1.97172e+03   3.65076e-05
1.97322e+03   3.63517e-05
1.97472e+03   3.61974e-05
1.97622e+03   3.60449e-05
1.97772e+03   3.58940e-05
1.97922e+03   3.57448e-05
1.98072e+03   3.55973e-05
1.98222e+03   3.54514e-05
1.98372e+03   3.53071e-05
1.98522e+03   3.51644e-05
1.98672e+03   3.50233e-05
1.98822e+03   3.48837e-05
1.98972e+03   3.47457e-05
1.99122e+03   3.46092e-05
1.99272e+03   3.44741e-05
1.99422e+03   3.43406e-05
1.99572e+03   3.42086e-05
1.99722e+03   3.40780e-05
1.99872e+03   3.39488e-05
2.00022e+03   3.38211e-05
2.00172e+03   3.36948e-05
2.00322e+03   3.35699e-05
